AAD_AUSDRUCKDETAIL;BIL.AAD_AUSDRUCKDETAIL
DAC_DATTRIBUTECLONE;BMDDEFAULT.DAC_DATTRIBUTECLONE
DAK_DATTRIBUTKATEGORIE;BMDDEFAULT.DAK_DATTRIBUTKATEGORIE
DAL_DATTRLOCK;BMDDEFAULT.DAL_DATTRLOCK
DAP_WAAUSDRUCKPARAMETER;BMDDEFAULT.DAP_WAAUSDRUCKPARAMETER
DBC_DBCHANGE;BMDDEFAULT.DBC_DBCHANGE
DBD_KEYBREAKDOWN_PD;BMDDEFAULT.DBD_KEYBREAKDOWN_PD
DBE_DBERECHTIGUNG;BMDDEFAULT.DBE_DBERECHTIGUNG
DBG_DBMDGRUPPE;BMDDEFAULT.DBG_DBMDGRUPPE
DBP_DBERECHTPAKET;BMDDEFAULT.DBP_DBERECHTPAKET
DBT_DBMDTABFELDBESCH;BMDDEFAULT.DBT_DBMDTABFELDBESCH
DBZ_DBMDUSERGRUPPENZU;BMDDEFAULT.DBZ_DBMDUSERGRUPPENZU
DCA_WAAUSDRUCKE;BMDDEFAULT.DCA_WAAUSDRUCKE
DCC_CHECK_COLUMNS;BMDDEFAULT.DCC_CHECK_COLUMNS
DCD_WAPARAMDEF;BMDDEFAULT.DCD_WAPARAMDEF
DCE_WABAUMELEMENTE;BMDDEFAULT.DCE_WABAUMELEMENTE
DCF_WABAUMELEMAUSDRUCKZU;BMDDEFAULT.DCF_WABAUMELEMAUSDRUCKZU
DCI_CHECK_INDEXES;BMDDEFAULT.DCI_CHECK_INDEXES
DCP_CONSTRAINTS_PD;BMDDEFAULT.DCP_CONSTRAINTS_PD
DCV_WAPARAMDEFVALUES;BMDDEFAULT.DCV_WAPARAMDEFVALUES
DCZ_WAAUSDRUCK_PARAM_ZU;BMDDEFAULT.DCZ_WAAUSDRUCK_PARAM_ZU
DEL_DFZ_DFELDGRUPPENZU;BMDDEFAULT.DEL_DFZ_DFELDGRUPPENZU
DFB_DFELDBESCHKOPF;BMDDEFAULT.DFB_DFELDBESCHKOPF
DFE_DFELDBESCHPOS;BMDDEFAULT.DFE_DFELDBESCHPOS
DFF_DFELDBESCHFORMAT;BMDDEFAULT.DFF_DFELDBESCHFORMAT
DFG_DFELDBESCHGRUPPE;BMDDEFAULT.DFG_DFELDBESCHGRUPPE
DFK_DBMDFORMATKATALOG;BMDDEFAULT.DFK_DBMDFORMATKATALOG
DFL_DFUNKBERECHT_LINK;BMDDEFAULT.DFL_DFUNKBERECHT_LINK
DFP_DFUNKTIONPAKETZU;BMDDEFAULT.DFP_DFUNKTIONPAKETZU
DFU_DFUNKTION;BMDDEFAULT.DFU_DFUNKTION
DFZ_DFELDGRUPPENZU;BMDDEFAULT.DFZ_DFELDGRUPPENZU
DIK_INSTITUTIONENKEYS_PD;BMDDEFAULT.DIK_INSTITUTIONENKEYS_PD
DLF_LINKFIELD;BMDDEFAULT.DLF_LINKFIELD
DLG_DLIZENZGRUPPE;BMDDEFAULT.DLG_DLIZENZGRUPPE
DLK_LINK;BMDDEFAULT.DLK_LINK
DOD_OCRTEMPLATEDETAIL;BMDDEFAULT.DOD_OCRTEMPLATEDETAIL
DOH_OCRTEMPLATEHEADER;BMDDEFAULT.DOH_OCRTEMPLATEHEADER
DPA_DPAKET;BMDDEFAULT.DPA_DPAKET
DPF_DFUNKTIONSPARAMZU;BMDDEFAULT.DPF_DFUNKTIONSPARAMZU
DPK_PERSONENKEYS_PD;BMDDEFAULT.DPK_PERSONENKEYS_PD
DPM_DFUNKTIONSPARAM;BMDDEFAULT.DPM_DFUNKTIONSPARAM
DRF_DREPORTFORMATVORLAGE;BMDDEFAULT.DRF_DREPORTFORMATVORLAGE
DRK_DTABREPLGRUPPE;BMDDEFAULT.DRK_DTABREPLGRUPPE
DRT_DTABREPLGTABELLEZU;BMDDEFAULT.DRT_DTABREPLGTABELLEZU
DRV_DREPORTVORSCHLAG;BMDDEFAULT.DRV_DREPORTVORSCHLAG
DTA_DBMDTABELLE;BMDDEFAULT.DTA_DBMDTABELLE
DTH_DEFTREEHEAD;BMDDEFAULT.DTH_DEFTREEHEAD
DTP_DEFTREEPOS;BMDDEFAULT.DTP_DEFTREEPOS
DTU_DTABUEBERS;BMDDEFAULT.DTU_DTABUEBERS
DUF_DUSERLINKFIELD;BMDDEFAULT.DUF_DUSERLINKFIELD
DUK_DUSERLINK;BMDDEFAULT.DUK_DUSERLINK
DVE_VERSION;BMDDEFAULT.DVE_VERSION
DWA_WEBBROWSERADDON;BMDDEFAULT.DWA_WEBBROWSERADDON
ETD_ETIKETTENFORMAT;BMDDEFAULT.ETD_ETIKETTENFORMAT
GSW_GESETZWERT;BMDDEFAULT.GSW_GESETZWERT
LFZ_DLIZG_NTC_ZU;BMDDEFAULT.LFZ_DLIZG_NTC_ZU
PAA_PARAMAUSPRAEGUNG;BMDDEFAULT.PAA_PARAMAUSPRAEGUNG
PAD_PARAMETERDEF;BMDDEFAULT.PAD_PARAMETERDEF
PAG_PARAMGRUPPE;BMDDEFAULT.PAG_PARAMGRUPPE
PAR_PARAM;BMDDEFAULT.PAR_PARAM
PAU_PARAMUNTERGRUPPE;BMDDEFAULT.PAU_PARAMUNTERGRUPPE
PAZ_PARAMGRUPPEPAKETZU;BMDDEFAULT.PAZ_PARAMGRUPPEPAKETZU
PDW_PARAMWERT;BMDDEFAULT.PDW_PARAMWERT
PKG_PROTOKOLLGRUPPE;BMDDEFAULT.PKG_PROTOKOLLGRUPPE
UPK_UPH_KUNDE;BMDDEFAULT.UPK_UPH_KUNDE
UPN_UPH_KUNDE_NLS;BMDDEFAULT.UPN_UPH_KUNDE_NLS
WQF_WQI_DFU_ZU;BMDDEFAULT.WQF_WQI_DFU_ZU
WQI_WEITERE_INFO_ITEM;BMDDEFAULT.WQI_WEITERE_INFO_ITEM
WQL_WEITERE_INFO_LANG;BMDDEFAULT.WQL_WEITERE_INFO_LANG
WQV_WEITERE_INFO_VERSION;BMDDEFAULT.WQV_WEITERE_INFO_VERSION
AXT_ATTREXT;BMDENTW.AXT_ATTREXT
AXZ_ATTREXTZU;BMDENTW.AXZ_ATTREXTZU
BCI_BMDCONSTINTERN;BMDENTW.BCI_BMDCONSTINTERN
BLZ_PACKAGESZU;BMDENTW.BLZ_PACKAGESZU
BPL_PACKAGES;BMDENTW.BPL_PACKAGES
BTE_BMDTABFELDBESCHEXT;BMDENTW.BTE_BMDTABFELDBESCHEXT
DBC_DBCHANGE;BMDENTW.DBC_DBCHANGE
FRX_FRAMES;BMDENTW.FRX_FRAMES
HKP_HILFEKAPITEL;BMDENTW.HKP_HILFEKAPITEL
HKT_HILFEKAPITELTBZU;BMDENTW.HKT_HILFEKAPITELTBZU
HLB_HILFEBAUSTEIN;BMDENTW.HLB_HILFEBAUSTEIN
HLD_HILFEDOKUMENT;BMDENTW.HLD_HILFEDOKUMENT
HLF_HILFEFAVORITEN;BMDENTW.HLF_HILFEFAVORITEN
HLZ_HILFEDOKBAUSTEINZU;BMDENTW.HLZ_HILFEDOKBAUSTEINZU
HTB_HILFETEXTBAUSTEIN;BMDENTW.HTB_HILFETEXTBAUSTEIN
IFC_INTERNERFARBCODE;BMDENTW.IFC_INTERNERFARBCODE
LNG_LANGUAGE;BMDENTW.LNG_LANGUAGE
LPF_LIZENZPAKETFUNKZU;BMDENTW.LPF_LIZENZPAKETFUNKZU
MLX_MEMLEAKS;BMDENTW.MLX_MEMLEAKS
MSG_MESSAGE;BMDENTW.MSG_MESSAGE
NLS_COLLECTED_TMP;BMDENTW.NLS_COLLECTED_TMP
NTC_NTCSARTIKEL;BMDENTW.NTC_NTCSARTIKEL
SCB_SCRPERSZU;BMDENTW.SCB_SCRPERSZU
SCC_SCRREVISIONFILE;BMDENTW.SCC_SCRREVISIONFILE
SCD_SCRDEPSCR;BMDENTW.SCD_SCRDEPSCR
SCF_SCRFILE;BMDENTW.SCF_SCRFILE
SCJ_SCRPROJZU;BMDENTW.SCJ_SCRPROJZU
SCM_SCRMAIN;BMDENTW.SCM_SCRMAIN
SCN_SCRNOTIZ;BMDENTW.SCN_SCRNOTIZ
SCP_SCRPROT;BMDENTW.SCP_SCRPROT
SCR_SCRREGELWERK;BMDENTW.SCR_SCRREGELWERK
SCT_SCRINTRAY;BMDENTW.SCT_SCRINTRAY
SCV_SCRREVISION;BMDENTW.SCV_SCRREVISION
SCY_SCRDEPENDENCY;BMDENTW.SCY_SCRDEPENDENCY
SDT_SCRDOCTEXTZU;BMDENTW.SDT_SCRDOCTEXTZU
SPF_SCRPROJFILEZU;BMDENTW.SPF_SCRPROJFILEZU
SPG_PGMS;BMDENTW.SPG_PGMS
SPU_SCRPGMZU;BMDENTW.SPU_SCRPGMZU
TAZ_TICKETAUFGABEZU;BMDENTW.TAZ_TICKETAUFGABEZU
TBT_TICKETKATEGORIEZU;BMDENTW.TBT_TICKETKATEGORIEZU
TIZ_TICKETPEPAUFGABEZU;BMDENTW.TIZ_TICKETPEPAUFGABEZU
TKT_TICKETBEREICHZU;BMDENTW.TKT_TICKETBEREICHZU
TKZ_TICKETKONTAKTZU;BMDENTW.TKZ_TICKETKONTAKTZU
UAZ_USERLINKAUSLIEFERNZU;BMDENTW.UAZ_USERLINKAUSLIEFERNZU
UEBERNAHME_UPH_WII;BMDENTW.UEBERNAHME_UPH_WII
UPH_UPDATEHINWEIS;BMDENTW.UPH_UPDATEHINWEIS
UPL_UPDATEHINWEIS_NLS;BMDENTW.UPL_UPDATEHINWEIS_NLS
VEV_NTCSVERSION;BMDENTW.VEV_NTCSVERSION
WIF_WII_DFU_ZU;BMDENTW.WIF_WII_DFU_ZU
WII_WEITERE_INFO_ITEM;BMDENTW.WII_WEITERE_INFO_ITEM
WIL_WEITERE_INFO_LANG;BMDENTW.WIL_WEITERE_INFO_LANG
XFB_GELOESCHTE_FB_DATEN;BMDENTW.XFB_GELOESCHTE_FB_DATEN
ANG_ANGEBOT;BMDINTERN.ANG_ANGEBOT
ANG_SAVE;BMDINTERN.ANG_SAVE
API_ASPINFO;BMDINTERN.API_ASPINFO
APP_ASPPWD;BMDINTERN.APP_ASPPWD
CIL_CLIENTSINFOLOGIN;BMDINTERN.CIL_CLIENTSINFOLOGIN
DBC_DBCHANGE;BMDINTERN.DBC_DBCHANGE
IAR_IDEEART;BMDINTERN.IAR_IDEEART
IDA_IDEEDOKUARCHIV;BMDINTERN.IDA_IDEEDOKUARCHIV
IDB_IDEEBEMERKUNG;BMDINTERN.IDB_IDEEBEMERKUNG
IDE_IDEE;BMDINTERN.IDE_IDEE
IDS_IDEESTATUS;BMDINTERN.IDS_IDEESTATUS
LHP_LIZENZHAUPTPAKETZU;BMDINTERN.LHP_LIZENZHAUPTPAKETZU
LKP_LIZENZKUNDENVKPZU;BMDINTERN.LKP_LIZENZKUNDENVKPZU
LVK_LIZENZVKP;BMDINTERN.LVK_LIZENZVKP
LVZ_LIZENZVKPZU;BMDINTERN.LVZ_LIZENZVKPZU
MFL_MFLIZENZEN;BMDINTERN.MFL_MFLIZENZEN
PAE_PRODUKTANFRAGE;BMDINTERN.PAE_PRODUKTANFRAGE
PAI_PRODUKTANFINTERESSENT;BMDINTERN.PAI_PRODUKTANFINTERESSENT
PFL_PFLICHTENHEFT;BMDINTERN.PFL_PFLICHTENHEFT
PFL_SAVE;BMDINTERN.PFL_SAVE
PGM_PROGRAMM;BMDINTERN.PGM_PROGRAMM
SAVE_ANG_ANGEBOT;BMDINTERN.SAVE_ANG_ANGEBOT
SAVE_PFL_PFLICHTENHEFT;BMDINTERN.SAVE_PFL_PFLICHTENHEFT
UAN_UPDATEANFORDERUNGSTXT;BMDINTERN.UAN_UPDATEANFORDERUNGSTXT
UBE_UPDATEBESTELLUNG;BMDINTERN.UBE_UPDATEBESTELLUNG
ULE_UPDATELEBENSLAUF;BMDINTERN.ULE_UPDATELEBENSLAUF
USP_UPDATESPERRE;BMDINTERN.USP_UPDATESPERRE
BWX_BMDWORK;BMDWORK.BWX_BMDWORK
DBC_DBCHANGE;BMDWORK.DBC_DBCHANGE
AAA_AUSDRUCKABLAUFART;BUERO.AAA_AUSDRUCKABLAUFART
AAS_ANTWORTAUSWAHLSET;BUERO.AAS_ANTWORTAUSWAHLSET
ABK_ARCHIVBAUMKOPF;BUERO.ABK_ARCHIVBAUMKOPF
ABL_AVBUDGETDETAIL;BUERO.ABL_AVBUDGETDETAIL
ABW_BEWERBERAUFGABEN;BUERO.ABW_BEWERBERAUFGABEN
ABZ_ARCHIVBAUMKOPFZU;BUERO.ABZ_ARCHIVBAUMKOPFZU
ADA_ADRESSART;BUERO.ADA_ADRESSART
ADD_AUSDRUCKMODELLDETAIL;BUERO.ADD_AUSDRUCKMODELLDETAIL
ADK_ADRESSENLISTEKOPF;BUERO.ADK_ADRESSENLISTEKOPF
ADL_ADLCODE;BUERO.ADL_ADLCODE
ADO_AUSDRUCKMODELL;BUERO.ADO_AUSDRUCKMODELL
ADR_ADRESSE;BUERO.ADR_ADRESSE
AEE_AUSDRUCKEMAILEMPF;BUERO.AEE_AUSDRUCKEMAILEMPF
AEN_AENDERUNGCRM;BUERO.AEN_AENDERUNGCRM
AEZ_AUFGABENTICKETEMAILZU;BUERO.AEZ_AUFGABENTICKETEMAILZU
AFS_AUFGABENSTATUS;BUERO.AFS_AUFGABENSTATUS
AGA_ABGABENART;BUERO.AGA_ABGABENART
AGR_ABRECHNUNGSGRUPPE;BUERO.AGR_ABRECHNUNGSGRUPPE
AIN_AUSSCHREIBUNGINSERTZU;BUERO.AIN_AUSSCHREIBUNGINSERTZU
AKA_AVKOSTENARTEN;BUERO.AKA_AVKOSTENARTEN
AKK_AKTIONSTATUSKOPF;BUERO.AKK_AKTIONSTATUSKOPF
AKR_AVKOSTENARTENZU;BUERO.AKR_AVKOSTENARTENZU
AKS_AKTIONSTATUS;BUERO.AKS_AKTIONSTATUS
ALE_ADRESSENLISTE;BUERO.ALE_ADRESSENLISTE
AMG_GKKABMELDEGRUND;BUERO.AMG_GKKABMELDEGRUND
AMP_AUTOMAILARCHIVPARAM;BUERO.AMP_AUTOMAILARCHIVPARAM
AMZ_AUSDRUCKMODELLZU;BUERO.AMZ_AUSDRUCKMODELLZU
ANH_ANGEHOERIGER;BUERO.ANH_ANGEHOERIGER
ANR_ANREDE;BUERO.ANR_ANREDE
ANT_ANTWORT;BUERO.ANT_ANTWORT
APR_ARCHIVPROTOKOLL;BUERO.APR_ARCHIVPROTOKOLL
ARG_ARBEITSRUHEZEITGESETZ;BUERO.ARG_ARBEITSRUHEZEITGESETZ
ARM_ARBEITSZEITGESETZ_MAX;BUERO.ARM_ARBEITSZEITGESETZ_MAX
ARP_ARBEITSZEITGESETZ_PAU;BUERO.ARP_ARBEITSZEITGESETZ_PAU
ASH_AUSWEISHIST;BUERO.ASH_AUSWEISHIST
ASM_AUSBILDUNGSSTAMMMERKM;BUERO.ASM_AUSBILDUNGSSTAMMMERKM
ASR_AUSSCHREIBUNG;BUERO.ASR_AUSSCHREIBUNG
ASW_AUSWEIS;BUERO.ASW_AUSWEIS
ASZ_AUSSCHRFILIALEZU;BUERO.ASZ_AUSSCHRFILIALEZU
ATE_ABTEILUNG;BUERO.ATE_ABTEILUNG
ATF_ABTEILUNGFIRMENZU;BUERO.ATF_ABTEILUNGFIRMENZU
AUD_AUFGABEDOKUMENTZU;BUERO.AUD_AUFGABEDOKUMENTZU
AUG_AUFGABE;BUERO.AUG_AUFGABE
AUW_AUSWAHL;BUERO.AUW_AUSWAHL
AVB_AVBUDGET;BUERO.AVB_AVBUDGET
AVD_AUSBVERWDOKUMENTZU;BUERO.AVD_AUSBVERWDOKUMENTZU
AVH_AVIMPORTHEADER;BUERO.AVH_AVIMPORTHEADER
AVK_AVKONTINGENTE;BUERO.AVK_AVKONTINGENTE
AVR_AVRUEZAHLUNGSTABELLE;BUERO.AVR_AVRUEZAHLUNGSTABELLE
AVS_AVSTATUS;BUERO.AVS_AVSTATUS
AVT_AVIMPORTTABELLE;BUERO.AVT_AVIMPORTTABELLE
AVW_AVRUEZAHLUNGSWERTE;BUERO.AVW_AVRUEZAHLUNGSWERTE
AWD_ANTWORTDETAIL;BUERO.AWD_ANTWORTDETAIL
AWR_AUSWERTUNGSKAT;BUERO.AWR_AUSWERTUNGSKAT
AZB_ARBEITSZEITBEZ;BUERO.AZB_ARBEITSZEITBEZ
AZD_ARBEITSZEITMODELLDET;BUERO.AZD_ARBEITSZEITMODELLDET
AZG_ABZUG;BUERO.AZG_ABZUG
AZM_ARBEITSZEITMODELL;BUERO.AZM_ARBEITSZEITMODELL
AZN_AZNACHRICHTEN;BUERO.AZN_AZNACHRICHTEN
AZR_ABRECHNUNGSZEITRAUM;BUERO.AZR_ABRECHNUNGSZEITRAUM
AZV_ARBEITSZEITVERSION;BUERO.AZV_ARBEITSZEITVERSION
BAI_BANKINSTITUTIONSZU;BUERO.BAI_BANKINSTITUTIONSZU
BAK_BANK;BUERO.BAK_BANK
BAU_BAUM;BUERO.BAU_BAUM
BCG_BMDCOMUSERGRUPPENZU;BUERO.BCG_BMDCOMUSERGRUPPENZU
BCT_BMDCOMTEMPLATES;BUERO.BCT_BMDCOMTEMPLATES
BCU_BMDCOMUSER;BUERO.BCU_BMDCOMUSER
BDL_BUERODELETE;BUERO.BDL_BUERODELETE
BDZ_BEWERBUNGDOKUMENTZU;BUERO.BDZ_BEWERBUNGDOKUMENTZU
BEF_BEFRAGUNG;BUERO.BEF_BEFRAGUNG
BEI_BEIFAHRER;BUERO.BEI_BEIFAHRER
BEK_BERECHTKATEGORIE;BUERO.BEK_BERECHTKATEGORIE
BER_BERUF;BUERO.BER_BERUF
BES_BEWERBUNGSTATUS;BUERO.BES_BEWERBUNGSTATUS
BET_BETRIEBSMITTEL;BUERO.BET_BETRIEBSMITTEL
BEW_BEWERTUNGSMODELL;BUERO.BEW_BEWERTUNGSMODELL
BFT_BERUFSTITEL;BUERO.BFT_BERUFSTITEL
BIN_BEWERBERINSERATZU;BUERO.BIN_BEWERBERINSERATZU
BKM_ZEITBETRKALMAZUORD;BUERO.BKM_ZEITBETRKALMAZUORD
BKT_AUSBILDUNGSKOSTEN_TMP;BUERO.BKT_AUSBILDUNGSKOSTEN_TMP
BKU_BEFRAGUNGKRITERIUMZU;BUERO.BKU_BEFRAGUNGKRITERIUMZU
BLD_BUNDESLAND;BUERO.BLD_BUNDESLAND
BLF_BLOCKLOCHFUELLER;BUERO.BLF_BLOCKLOCHFUELLER
BLG_BEZARTLISTGEN;BUERO.BLG_BEZARTLISTGEN
BPO_BESPRECHOBJEKTE;BUERO.BPO_BESPRECHOBJEKTE
BPT_BESPRECHPROTOKOLL;BUERO.BPT_BESPRECHPROTOKOLL
BRA_BRANCHE;BUERO.BRA_BRANCHE
BRB_BUEROBERECHT;BUERO.BRB_BUEROBERECHT
BRC_BEREICH;BUERO.BRC_BEREICH
BRG_BERUFSGRUPPEN;BUERO.BRG_BERUFSGRUPPEN
BRM_BUEROMAKROS;BUERO.BRM_BUEROMAKROS
BRT_BERICHT;BUERO.BRT_BERICHT
BRZ_BUEROBERECHTZU;BUERO.BRZ_BUEROBERECHTZU
BSG_BESPRECHUNG;BUERO.BSG_BESPRECHUNG
BST_SONDERTAGE;BUERO.BST_SONDERTAGE
BSZ_BESPRECHUNGZU;BUERO.BSZ_BESPRECHUNGZU
BTD_BTERMSATZARTDETAIL;BUERO.BTD_BTERMSATZARTDETAIL
BTG_BEWERTUNGTAG;BUERO.BTG_BEWERTUNGTAG
BTH_BTERMHERSTELLER;BUERO.BTH_BTERMHERSTELLER
BTM_BTERMINAL;BUERO.BTM_BTERMINAL
BTR_BETREFF;BUERO.BTR_BETREFF
BTS_BTERMSATZART;BUERO.BTS_BTERMSATZART
BTZ_BTERMINALZUORD;BUERO.BTZ_BTERMINALZUORD
BUR_BMDCOMUPLOADTREE;BUERO.BUR_BMDCOMUPLOADTREE
BWB_BEWERBUNG;BUERO.BWB_BEWERBUNG
BWF_BEWERTUNGFORMEL;BUERO.BWF_BEWERTUNGFORMEL
BWH_BEWERBERHISTORIE;BUERO.BWH_BEWERBERHISTORIE
BWI_BEWERBUNGSINFO;BUERO.BWI_BEWERBUNGSINFO
BWK_BENUTZERWERTKATEGORIE;BUERO.BWK_BENUTZERWERTKATEGORIE
BWM_BEWERTUNGMONAT;BUERO.BWM_BEWERTUNGMONAT
BWP_BENUTZERWERTEPARAM;BUERO.BWP_BENUTZERWERTEPARAM
BWT_BENUTZERWERT;BUERO.BWT_BENUTZERWERT
BWU_BEWERTUNGUSERFIELD;BUERO.BWU_BEWERTUNGUSERFIELD
BWV_BEWERTUNGVERSION;BUERO.BWV_BEWERTUNGVERSION
CAB_CRMABWBERECHTZU;BUERO.CAB_CRMABWBERECHTZU
CAW_CRMABWESENHEIT;BUERO.CAW_CRMABWESENHEIT
CBR_CRMABWBENACHREGEL;BUERO.CBR_CRMABWBENACHREGEL
CKL_CHECKLISTE;BUERO.CKL_CHECKLISTE
CLA_CLAUSWAHLFELD;BUERO.CLA_CLAUSWAHLFELD
CLV_CHECKLISTVORLAGE;BUERO.CLV_CHECKLISTVORLAGE
CLW_CLAUSWAHLFELDWERT;BUERO.CLW_CLAUSWAHLFELDWERT
CPR_CRMPROTOKOLL;BUERO.CPR_CRMPROTOKOLL
CWF_CRMWORKFLOW;BUERO.CWF_CRMWORKFLOW
DAG_DOKANLAGEGUTZU;BUERO.DAG_DOKANLAGEGUTZU
DAS_DOCSARCHIVSTAMM;BUERO.DAS_DOCSARCHIVSTAMM
DBC_DBCHANGE;BUERO.DBC_DBCHANGE
DBL_DBSLOHNDATEI;BUERO.DBL_DBSLOHNDATEI
DBS_DATENBESTAND;BUERO.DBS_DATENBESTAND
DBX_FINONDATABOX;BUERO.DBX_FINONDATABOX
DDC_DELETEDDOCS;BUERO.DDC_DELETEDDOCS
DEL_DELETE;BUERO.DEL_DELETE
DIP_DIVERSE_PERSON;BUERO.DIP_DIVERSE_PERSON
DIZ_DOCSINSTZU;BUERO.DIZ_DOCSINSTZU
DKA_DOCSKATEGORIEZU;BUERO.DKA_DOCSKATEGORIEZU
DKT_DOCSKATEGORIE;BUERO.DKT_DOCSKATEGORIE
DKV_DOKUMENTVERSION;BUERO.DKV_DOKUMENTVERSION
DKW_DOKKATWORKFLOWZU;BUERO.DKW_DOKKATWORKFLOWZU
DKZ_DOKUMENTZU;BUERO.DKZ_DOKUMENTZU
DLN_DIENSTLEISTUNGSNUMMER;BUERO.DLN_DIENSTLEISTUNGSNUMMER
DOK_DOKUMENT;BUERO.DOK_DOKUMENT
DPR_DOKUMENTPROJEKTZU;BUERO.DPR_DOKUMENTPROJEKTZU
DPZ_DOCSPERSZU;BUERO.DPZ_DOCSPERSZU
DSK_DSGVO_DATENKATEGORIE;BUERO.DSK_DSGVO_DATENKATEGORIE
DSP_DSGVO_PERSONALIEN;BUERO.DSP_DSGVO_PERSONALIEN
DSS_DSGVO_STANDARD;BUERO.DSS_DSGVO_STANDARD
DSV_DSGVO_VERZEICHNIS;BUERO.DSV_DSGVO_VERZEICHNIS
DVH_DIENSTVERHAELTNIS;BUERO.DVH_DIENSTVERHAELTNIS
DVK_DSGVO_VERZEICHNISKATZU;BUERO.DVK_DSGVO_VERZEICHNISKATZU
DVL_DOKUMENTVERLAUF;BUERO.DVL_DOKUMENTVERLAUF
DVW_DOKUMENTENVERWEIS;BUERO.DVW_DOKUMENTENVERWEIS
DWZ_DOKUMENTWORKFLOWZU;BUERO.DWZ_DOKUMENTWORKFLOWZU
EAZ_EVENTAUSBZU;BUERO.EAZ_EVENTAUSBZU
EGS_ERFASSUNGSGRUND;BUERO.EGS_ERFASSUNGSGRUND
EMA_EMAIL;BUERO.EMA_EMAIL
EMT_EMAILART;BUERO.EMT_EMAILART
ETL_ENTGANGENE_TELEFONATE;BUERO.ETL_ENTGANGENE_TELEFONATE
ETZ_EVENTTERMINZU;BUERO.ETZ_EVENTTERMINZU
EVA_EVENTTEAM;BUERO.EVA_EVENTTEAM
EVG_EVENTTAGE;BUERO.EVG_EVENTTAGE
EVI_EVIDENZ;BUERO.EVI_EVIDENZ
EVK_EVENTKATEGORIEZU;BUERO.EVK_EVENTKATEGORIEZU
EVL_EVENTLIEFERANTZU;BUERO.EVL_EVENTLIEFERANTZU
EVN_TEILNEHMER;BUERO.EVN_TEILNEHMER
EVS_EVENTLNSTATUS;BUERO.EVS_EVENTLNSTATUS
EVT_EVENT;BUERO.EVT_EVENT
EVV_EVENTVORTRAGZU;BUERO.EVV_EVENTVORTRAGZU
EVZ_TLNTAGZU;BUERO.EVZ_TLNTAGZU
EWL_EVENTWARTELISTE;BUERO.EWL_EVENTWARTELISTE
EXP_EXTERNPERSONKEY;BUERO.EXP_EXTERNPERSONKEY
FAP_FAPERSZU;BUERO.FAP_FAPERSZU
FAV_FAVORITEN;BUERO.FAV_FAVORITEN
FAZ_FRAGEANTWORTZU;BUERO.FAZ_FRAGEANTWORTZU
FBN_FRAGEBOGEN;BUERO.FBN_FRAGEBOGEN
FBR_FIRMENBRANCHEZU;BUERO.FBR_FIRMENBRANCHEZU
FES_FRISTERLEDIGTSTATUS;BUERO.FES_FRISTERLEDIGTSTATUS
FFA_FIRMENFINANZAMTZU;BUERO.FFA_FIRMENFINANZAMTZU
FFZ_FRAGEBOGENFRAGEZU;BUERO.FFZ_FRAGEBOGENFRAGEZU
FGA_FRAGEBOGENAUSWAHL;BUERO.FGA_FRAGEBOGENAUSWAHL
FGB_FRAGEBOGEN;BUERO.FGB_FRAGEBOGEN
FGE_FRAGE;BUERO.FGE_FRAGE
FGK_FIRMENGKKZU;BUERO.FGK_FIRMENGKKZU
FGM_FIRMENGEMEINDEZU;BUERO.FGM_FIRMENGEMEINDEZU
FGR_FIRMENGERICHTZU;BUERO.FGR_FIRMENGERICHTZU
FIG_FIRMENGRUPPENZU;BUERO.FIG_FIRMENGRUPPENZU
FIN_FINANZAMT;BUERO.FIN_FINANZAMT
FIR_FIRMA;BUERO.FIR_FIRMA
FIR_I_598060756462355;BUERO.FIR_I_598060756462355
FIW_FIRMENWERTE;BUERO.FIW_FIRMENWERTE
FKT_FIRMENKATEGORIE;BUERO.FKT_FIRMENKATEGORIE
FOT_FOTO;BUERO.FOT_FOTO
FPO_FAVPROJEKTZU;BUERO.FPO_FAVPROJEKTZU
FRA_FRISTART;BUERO.FRA_FRISTART
FRD_FRISTDOKUMENTZU;BUERO.FRD_FRISTDOKUMENTZU
FRI_FRISTVERLAENGERUNGEN;BUERO.FRI_FRISTVERLAENGERUNGEN
FRZ_FRAGEBOGENREGELZU;BUERO.FRZ_FRAGEBOGENREGELZU
FST_FRIST;BUERO.FST_FRIST
FSZ_FREIEANTWORTSETZU;BUERO.FSZ_FREIEANTWORTSETZU
FTB_FAHRTENBUCH;BUERO.FTB_FAHRTENBUCH
FTG_FEIERTAG;BUERO.FTG_FEIERTAG
GAD_GHOSTADRESSE;BUERO.GAD_GHOSTADRESSE
GAZ_GESELLANGEHOERIGERZU;BUERO.GAZ_GESELLANGEHOERIGERZU
GBT_GEBURTSTAG;BUERO.GBT_GEBURTSTAG
GEA_GESCHAEFTSART;BUERO.GEA_GESCHAEFTSART
GEM_GEMEINDE;BUERO.GEM_GEMEINDE
GER_GERICHT;BUERO.GER_GERICHT
GID_GELDIDENTIFIKATION;BUERO.GID_GELDIDENTIFIKATION
GKK_KRANKENKASSA;BUERO.GKK_KRANKENKASSA
GOE_GRUPPENORDNEREVENTZU;BUERO.GOE_GRUPPENORDNEREVENTZU
GOI_GRUPPENORDNERINSTZU;BUERO.GOI_GRUPPENORDNERINSTZU
GOP_GRUPPENORDNERPERSZU;BUERO.GOP_GRUPPENORDNERPERSZU
